week,state,antigen_detections,pcr_detections,update_dts
2022-07-09,AL,2,1.4,2023-03-04-193853
2022-07-16,AL,3,1.6,2023-03-04-193853
2022-07-23,AL,3.8,1.6,2023-03-04-193853
2022-07-30,AL,5.8,1.6,2023-03-04-193853
2022-08-06,AL,8.6,1.4,2023-03-04-193853
2022-08-13,AL,11.6,2.2,2023-03-04-193853
2022-08-20,AL,14.4,2,2023-03-04-193853
2022-08-27,AL,14.8,3,2023-03-04-193853
2022-09-03,AL,14.6,3,2023-03-04-193853
2022-09-10,AL,13.2,3,2023-03-04-193853
2022-09-17,AL,13.6,2.6,2023-03-04-193853
2022-09-24,AL,10,2.2,2023-03-04-193853
2022-10-01,AL,9,1.4,2023-03-04-193853
2022-10-08,AL,8.2,1.4,2023-03-04-193853
2022-10-15,AL,6.8,1.2,2023-03-04-193853
2022-10-22,AL,3.2,1,2023-03-04-193853
2022-10-29,AL,2.6,1.2,2023-03-04-193853
2022-11-05,AL,2.2,1.2,2023-03-04-193853
2022-11-12,AL,1.2,1.2,2023-03-04-193853
2022-11-19,AL,1.8,2,2023-03-04-193853
2022-11-26,AL,2.6,2.2,2023-03-04-193853
2022-12-03,AL,2.6,2.4,2023-03-04-193853
2022-12-10,AL,2.4,2.2,2023-03-04-193853
2022-12-17,AL,2.2,2,2023-03-04-193853
2022-12-24,AL,1.4,1,2023-03-04-193853
2022-12-31,AL,0.6,0.6,2023-03-04-193853
2023-01-07,AL,0.6,0.2,2023-03-04-193853
2023-01-14,AL,0.8,0.2,2023-03-04-193853
2023-01-21,AL,1,0,2023-03-04-193853
2023-01-28,AL,1.2,0.2,2023-03-04-193853
2023-02-04,AL,1.2,0.2,2023-03-04-193853
2023-02-11,AL,1,0.4,2023-03-04-193853
2023-02-18,AL,0.5,0.5,2023-03-04-193853
2023-02-25,AL,0.333,0.667,2023-03-04-193853
2021-03-06,AZ,0,0.2,2023-03-04-193853
2021-03-13,AZ,0,0.2,2023-03-04-193853
2021-03-20,AZ,0,0,2023-03-04-193853
2021-03-27,AZ,0,0,2023-03-04-193853
2021-04-03,AZ,0,0.2,2023-03-04-193853
2021-04-10,AZ,0,0.2,2023-03-04-193853
2021-04-17,AZ,0,0.4,2023-03-04-193853
2021-04-24,AZ,0,0.4,2023-03-04-193853
2021-05-01,AZ,0,0.6,2023-03-04-193853
2021-05-08,AZ,0,0.4,2023-03-04-193853
2021-05-15,AZ,0,0.4,2023-03-04-193853
2021-05-22,AZ,0,1,2023-03-04-193853
2021-05-29,AZ,0,1,2023-03-04-193853
2021-06-05,AZ,0,1.4,2023-03-04-193853
2021-06-12,AZ,0,2.4,2023-03-04-193853
2021-06-19,AZ,0,3.6,2023-03-04-193853
2021-06-26,AZ,0,5,2023-03-04-193853
2021-07-03,AZ,0,9,2023-03-04-193853
2021-07-10,AZ,0,17.2,2023-03-04-193853
2021-07-17,AZ,0,27.4,2023-03-04-193853
2021-07-24,AZ,0,43,2023-03-04-193853
2021-07-31,AZ,0,60.2,2023-03-04-193853
2021-08-07,AZ,0,80.2,2023-03-04-193853
2021-08-14,AZ,0,98.4,2023-03-04-193853
2021-08-21,AZ,0,106.4,2023-03-04-193853
2021-08-28,AZ,0,113.8,2023-03-04-193853
2021-09-04,AZ,0,119.2,2023-03-04-193853
2021-09-11,AZ,0,118.4,2023-03-04-193853
2021-09-18,AZ,0,108.6,2023-03-04-193853
2021-09-25,AZ,0,106.8,2023-03-04-193853
2021-10-02,AZ,0,96,2023-03-04-193853
2021-10-09,AZ,0,79.6,2023-03-04-193853
2021-10-16,AZ,0,67.6,2023-03-04-193853
2021-10-23,AZ,0,61,2023-03-04-193853
2021-10-30,AZ,0,53.8,2023-03-04-193853
2021-11-06,AZ,0,48.4,2023-03-04-193853
2021-11-13,AZ,0,50.2,2023-03-04-193853
2021-11-20,AZ,0,47.4,2023-03-04-193853
2021-11-27,AZ,0,45.2,2023-03-04-193853
2021-12-04,AZ,0,44.6,2023-03-04-193853
2021-12-11,AZ,0,47.8,2023-03-04-193853
2021-12-18,AZ,0,52.4,2023-03-04-193853
2021-12-25,AZ,0,59,2023-03-04-193853
2022-01-01,AZ,0,55.6,2023-03-04-193853
2022-01-08,AZ,0,52.8,2023-03-04-193853
2022-01-15,AZ,0,46.4,2023-03-04-193853
2022-01-22,AZ,0,35.8,2023-03-04-193853
2022-01-29,AZ,0,24.4,2023-03-04-193853
2022-02-05,AZ,0,22,2023-03-04-193853
2022-02-12,AZ,0,17.6,2023-03-04-193853
2022-02-19,AZ,0,14.6,2023-03-04-193853
2022-02-26,AZ,0,13.2,2023-03-04-193853
2022-03-05,AZ,0,11,2023-03-04-193853
2022-03-12,AZ,0,9.8,2023-03-04-193853
2022-03-19,AZ,0,10,2023-03-04-193853
2022-03-26,AZ,0,10.2,2023-03-04-193853
2022-04-02,AZ,0,8.4,2023-03-04-193853
2022-04-09,AZ,0,7.4,2023-03-04-193853
2022-04-16,AZ,0,7.4,2023-03-04-193853
2022-04-23,AZ,0,5.4,2023-03-04-193853
2022-04-30,AZ,0,5.4,2023-03-04-193853
2022-05-07,AZ,0,5.2,2023-03-04-193853
2022-05-14,AZ,0,6,2023-03-04-193853
2022-05-21,AZ,0,7.2,2023-03-04-193853
2022-05-28,AZ,0,7.4,2023-03-04-193853
2022-06-04,AZ,0,6.6,2023-03-04-193853
2022-06-11,AZ,0,6.6,2023-03-04-193853
2022-06-18,AZ,0,6.2,2023-03-04-193853
2022-06-25,AZ,0,4.2,2023-03-04-193853
2022-07-02,AZ,0,4.2,2023-03-04-193853
2022-07-09,AZ,0,3.4,2023-03-04-193853
2022-07-16,AZ,0,3.2,2023-03-04-193853
2022-07-23,AZ,0,2.6,2023-03-04-193853
2022-07-30,AZ,0,3.8,2023-03-04-193853
2022-08-06,AZ,0,3.4,2023-03-04-193853
2022-08-13,AZ,0,4.8,2023-03-04-193853
2022-08-20,AZ,0,7.6,2023-03-04-193853
2022-08-27,AZ,0,9.4,2023-03-04-193853
2022-09-03,AZ,0,10.6,2023-03-04-193853
2022-09-10,AZ,0,14.2,2023-03-04-193853
2022-09-17,AZ,0,21.4,2023-03-04-193853
2022-09-24,AZ,0,33,2023-03-04-193853
2022-10-01,AZ,0,52.8,2023-03-04-193853
2022-10-08,AZ,0,64.2,2023-03-04-193853
2022-10-15,AZ,0,79.2,2023-03-04-193853
2022-10-22,AZ,0,99.2,2023-03-04-193853
2022-10-29,AZ,0,118.2,2023-03-04-193853
2022-11-05,AZ,0,130.6,2023-03-04-193853
2022-11-12,AZ,0,145,2023-03-04-193853
2022-11-19,AZ,0,150.6,2023-03-04-193853
2022-11-26,AZ,0,143.8,2023-03-04-193853
2022-12-03,AZ,0,128.2,2023-03-04-193853
2022-12-10,AZ,0,108.6,2023-03-04-193853
2022-12-17,AZ,0,92.4,2023-03-04-193853
2022-12-24,AZ,0,80.8,2023-03-04-193853
2022-12-31,AZ,0,65.6,2023-03-04-193853
2023-01-07,AZ,0,53,2023-03-04-193853
2023-01-14,AZ,0,43,2023-03-04-193853
2023-01-21,AZ,0,33,2023-03-04-193853
2023-01-28,AZ,0,22.2,2023-03-04-193853
2023-02-04,AZ,0,18.6,2023-03-04-193853
2023-02-11,AZ,0,16.4,2023-03-04-193853
2023-02-18,AZ,0,14.75,2023-03-04-193853
2023-02-25,AZ,0,15.333,2023-03-04-193853
2021-03-06,AR,0,0,2023-03-04-193853
2021-03-13,AR,0,0,2023-03-04-193853
2021-03-20,AR,0,0,2023-03-04-193853
2021-03-27,AR,0,0,2023-03-04-193853
2021-04-03,AR,0,0,2023-03-04-193853
2021-04-10,AR,0,0,2023-03-04-193853
2021-04-17,AR,0,0,2023-03-04-193853
2021-04-24,AR,0,0,2023-03-04-193853
2021-05-01,AR,0,0,2023-03-04-193853
2021-05-08,AR,0,0,2023-03-04-193853
2021-05-15,AR,0,0,2023-03-04-193853
2021-05-22,AR,0,0,2023-03-04-193853
2021-05-29,AR,0,0,2023-03-04-193853
2021-06-05,AR,0,0,2023-03-04-193853
2021-06-12,AR,0,0,2023-03-04-193853
2021-06-19,AR,0,0,2023-03-04-193853
2021-06-26,AR,0,0,2023-03-04-193853
2021-07-03,AR,0,0,2023-03-04-193853
2021-07-10,AR,0,0,2023-03-04-193853
2021-07-17,AR,0,0,2023-03-04-193853
2021-07-24,AR,0,0,2023-03-04-193853
2021-07-31,AR,0,0,2023-03-04-193853
2021-08-07,AR,0,0,2023-03-04-193853
2021-08-14,AR,0,0,2023-03-04-193853
2021-08-21,AR,0,0,2023-03-04-193853
2021-08-28,AR,0,0,2023-03-04-193853
2021-09-04,AR,0,0,2023-03-04-193853
2021-09-11,AR,0,0,2023-03-04-193853
2021-09-18,AR,0,0,2023-03-04-193853
2021-09-25,AR,0,0,2023-03-04-193853
2021-10-02,AR,0,0,2023-03-04-193853
2021-10-09,AR,0,0,2023-03-04-193853
2021-10-16,AR,0,0,2023-03-04-193853
2021-10-23,AR,0,0,2023-03-04-193853
2021-10-30,AR,0,0,2023-03-04-193853
2021-11-06,AR,0,0,2023-03-04-193853
2021-11-13,AR,0,0,2023-03-04-193853
2021-11-20,AR,0,0,2023-03-04-193853
2021-11-27,AR,0,0,2023-03-04-193853
2021-12-04,AR,0,0,2023-03-04-193853
2021-12-11,AR,0,0,2023-03-04-193853
2021-12-18,AR,0,0,2023-03-04-193853
2021-12-25,AR,0,0,2023-03-04-193853
2022-01-01,AR,0,0,2023-03-04-193853
2022-01-08,AR,0,0,2023-03-04-193853
2022-01-15,AR,0,0,2023-03-04-193853
2022-01-22,AR,0,0,2023-03-04-193853
2022-01-29,AR,0,0,2023-03-04-193853
2022-02-05,AR,0,0,2023-03-04-193853
2022-02-12,AR,0,0,2023-03-04-193853
2022-02-19,AR,0,0,2023-03-04-193853
2022-02-26,AR,0,0,2023-03-04-193853
2022-03-05,AR,0,0,2023-03-04-193853
2022-03-12,AR,0,0,2023-03-04-193853
2022-03-19,AR,0,0,2023-03-04-193853
2022-03-26,AR,0,0,2023-03-04-193853
2022-04-02,AR,0,0,2023-03-04-193853
2022-04-09,AR,0,0,2023-03-04-193853
2022-04-16,AR,0,0,2023-03-04-193853
2022-04-23,AR,0,0,2023-03-04-193853
2022-04-30,AR,0,0,2023-03-04-193853
2022-05-07,AR,0,0,2023-03-04-193853
2022-05-14,AR,0,0,2023-03-04-193853
2022-05-21,AR,0,0,2023-03-04-193853
2022-05-28,AR,0,0,2023-03-04-193853
2022-06-04,AR,0,0,2023-03-04-193853
2022-06-11,AR,0,0,2023-03-04-193853
2022-06-18,AR,0,0,2023-03-04-193853
2022-06-25,AR,0,0,2023-03-04-193853
2022-07-02,AR,0,0,2023-03-04-193853
2022-07-09,AR,0,0,2023-03-04-193853
2022-07-16,AR,0,0,2023-03-04-193853
2022-07-23,AR,0,0,2023-03-04-193853
2022-07-30,AR,0,0,2023-03-04-193853
2022-08-06,AR,0,0,2023-03-04-193853
2022-08-13,AR,0,0,2023-03-04-193853
2022-08-20,AR,0,0,2023-03-04-193853
2022-08-27,AR,0,0,2023-03-04-193853
2022-09-03,AR,0,0,2023-03-04-193853
2022-09-10,AR,0,0,2023-03-04-193853
2022-09-17,AR,0,0,2023-03-04-193853
2022-09-24,AR,0,0,2023-03-04-193853
2022-10-01,AR,0,0,2023-03-04-193853
2022-10-08,AR,0,0,2023-03-04-193853
2022-10-15,AR,0,0,2023-03-04-193853
2022-10-22,AR,0,0,2023-03-04-193853
2022-10-29,AR,0,0,2023-03-04-193853
2022-11-05,AR,0,0,2023-03-04-193853
2022-11-12,AR,0,0,2023-03-04-193853
2022-11-19,AR,0,0,2023-03-04-193853
2022-11-26,AR,0,0,2023-03-04-193853
2022-12-03,AR,0,0,2023-03-04-193853
2022-12-10,AR,0,0,2023-03-04-193853
2022-12-17,AR,0,0,2023-03-04-193853
2022-12-24,AR,0,0,2023-03-04-193853
2022-12-31,AR,0,0,2023-03-04-193853
2023-01-07,AR,0,0,2023-03-04-193853
2023-01-14,AR,0,0,2023-03-04-193853
2023-01-21,AR,0,0,2023-03-04-193853
2023-01-28,AR,0,0,2023-03-04-193853
2023-02-04,AR,0,0,2023-03-04-193853
2023-02-11,AR,0,0,2023-03-04-193853
2023-02-18,AR,0,0,2023-03-04-193853
2023-02-25,AR,0,0,2023-03-04-193853
2021-03-06,CA,0,0.6,2023-03-04-193853
2021-03-13,CA,0,0.8,2023-03-04-193853
2021-03-20,CA,0,0.6,2023-03-04-193853
2021-03-27,CA,0,0.4,2023-03-04-193853
2021-04-03,CA,0,0.2,2023-03-04-193853
2021-04-10,CA,0.4,0.4,2023-03-04-193853
2021-04-17,CA,0.8,0.8,2023-03-04-193853
2021-04-24,CA,1,0.8,2023-03-04-193853
2021-05-01,CA,1,0.8,2023-03-04-193853
2021-05-08,CA,1,1,2023-03-04-193853
2021-05-15,CA,0.8,1.4,2023-03-04-193853
2021-05-22,CA,0.6,1.6,2023-03-04-193853
2021-05-29,CA,0.8,2,2023-03-04-193853
2021-06-05,CA,1.2,2.8,2023-03-04-193853
2021-06-12,CA,1.4,3.4,2023-03-04-193853
2021-06-19,CA,1.8,3.8,2023-03-04-193853
2021-06-26,CA,1.8,5,2023-03-04-193853
2021-07-03,CA,1.8,5.8,2023-03-04-193853
2021-07-10,CA,3.2,7.8,2023-03-04-193853
2021-07-17,CA,4.4,11.2,2023-03-04-193853
2021-07-24,CA,4.8,16.8,2023-03-04-193853
2021-07-31,CA,5.2,22,2023-03-04-193853
2021-08-07,CA,6,29,2023-03-04-193853
2021-08-14,CA,5.6,33.8,2023-03-04-193853
2021-08-21,CA,6.2,41.2,2023-03-04-193853
2021-08-28,CA,7.2,49.4,2023-03-04-193853
2021-09-04,CA,9.2,54.6,2023-03-04-193853
2021-09-11,CA,11,63,2023-03-04-193853
2021-09-18,CA,12.6,78,2023-03-04-193853
2021-09-25,CA,13.2,94.6,2023-03-04-193853
2021-10-02,CA,13,107.8,2023-03-04-193853
2021-10-09,CA,13.8,127.2,2023-03-04-193853
2021-10-16,CA,14.8,172.4,2023-03-04-193853
2021-10-23,CA,15.8,228.6,2023-03-04-193853
2021-10-30,CA,21.8,295.8,2023-03-04-193853
2021-11-06,CA,23.4,366.2,2023-03-04-193853
2021-11-13,CA,29.2,464.2,2023-03-04-193853
2021-11-20,CA,32.8,572.6,2023-03-04-193853
2021-11-27,CA,38.2,691.2,2023-03-04-193853
2021-12-04,CA,37.6,794,2023-03-04-193853
2021-12-11,CA,45.2,877.8,2023-03-04-193853
2021-12-18,CA,52,815.2,2023-03-04-193853
2021-12-25,CA,54.6,812,2023-03-04-193853
2022-01-01,CA,61.8,714.4,2023-03-04-193853
2022-01-08,CA,62,587.8,2023-03-04-193853
2022-01-15,CA,57,445.8,2023-03-04-193853
2022-01-22,CA,46.8,408,2023-03-04-193853
2022-01-29,CA,39.8,263.4,2023-03-04-193853
2022-02-05,CA,28.4,180,2023-03-04-193853
2022-02-12,CA,23.4,124.2,2023-03-04-193853
2022-02-19,CA,21.4,97,2023-03-04-193853
2022-02-26,CA,16.8,78.6,2023-03-04-193853
2022-03-05,CA,15.8,64.8,2023-03-04-193853
2022-03-12,CA,13,60.2,2023-03-04-193853
2022-03-19,CA,11.2,55,2023-03-04-193853
2022-03-26,CA,9.8,52,2023-03-04-193853
2022-04-02,CA,11,48.4,2023-03-04-193853
2022-04-09,CA,10,50.8,2023-03-04-193853
2022-04-16,CA,9.2,48.6,2023-03-04-193853
2022-04-23,CA,7.8,49,2023-03-04-193853
2022-04-30,CA,5.4,52.2,2023-03-04-193853
2022-05-07,CA,4.6,60.8,2023-03-04-193853
2022-05-14,CA,4.2,61.4,2023-03-04-193853
2022-05-21,CA,4,60.6,2023-03-04-193853
2022-05-28,CA,4.8,64,2023-03-04-193853
2022-06-04,CA,6,64.4,2023-03-04-193853
2022-06-11,CA,5.6,56,2023-03-04-193853
2022-06-18,CA,6.6,53.4,2023-03-04-193853
2022-06-25,CA,6.8,52.8,2023-03-04-193853
2022-07-02,CA,8.4,48.4,2023-03-04-193853
2022-07-09,CA,7.8,45.8,2023-03-04-193853
2022-07-16,CA,7.6,48.6,2023-03-04-193853
2022-07-23,CA,7.2,49.4,2023-03-04-193853
2022-07-30,CA,6.6,51,2023-03-04-193853
2022-08-06,CA,4.4,53.2,2023-03-04-193853
2022-08-13,CA,4.6,62.6,2023-03-04-193853
2022-08-20,CA,6.4,72.8,2023-03-04-193853
2022-08-27,CA,6.4,86.8,2023-03-04-193853
2022-09-03,CA,8,109.8,2023-03-04-193853
2022-09-10,CA,10.8,148.6,2023-03-04-193853
2022-09-17,CA,15.2,215,2023-03-04-193853
2022-09-24,CA,21.8,322,2023-03-04-193853
2022-10-01,CA,34.4,454.8,2023-03-04-193853
2022-10-08,CA,53.2,682.6,2023-03-04-193853
2022-10-15,CA,79.6,1010,2023-03-04-193853
2022-10-22,CA,101,1377.6,2023-03-04-193853
2022-10-29,CA,130,1884,2023-03-04-193853
2022-11-05,CA,152.6,2355.4,2023-03-04-193853
2022-11-12,CA,187.8,2560.2,2023-03-04-193853
2022-11-19,CA,185.8,2626.4,2023-03-04-193853
2022-11-26,CA,190.4,2513,2023-03-04-193853
2022-12-03,CA,181.8,2150.6,2023-03-04-193853
2022-12-10,CA,170,1745,2023-03-04-193853
2022-12-17,CA,134.4,1451.6,2023-03-04-193853
2022-12-24,CA,112.8,1158.2,2023-03-04-193853
2022-12-31,CA,87.4,927.6,2023-03-04-193853
2023-01-07,CA,62.8,740.4,2023-03-04-193853
2023-01-14,CA,49.4,581,2023-03-04-193853
2023-01-21,CA,40.2,464.6,2023-03-04-193853
2023-01-28,CA,44.6,363.2,2023-03-04-193853
2023-02-04,CA,46.4,294.6,2023-03-04-193853
2023-02-11,CA,47.8,210.2,2023-03-04-193853
2023-02-18,CA,45.5,184,2023-03-04-193853
2023-02-25,CA,41,152.667,2023-03-04-193853
2021-03-06,CO,0,0,2023-03-04-193853
2021-03-13,CO,0,0.4,2023-03-04-193853
2021-03-20,CO,0,1,2023-03-04-193853
2021-03-27,CO,0,1.4,2023-03-04-193853
2021-04-03,CO,0,1.6,2023-03-04-193853
2021-04-10,CO,0,2,2023-03-04-193853
2021-04-17,CO,0,2.4,2023-03-04-193853
2021-04-24,CO,0,2.4,2023-03-04-193853
2021-05-01,CO,0,2.2,2023-03-04-193853
2021-05-08,CO,0,3.6,2023-03-04-193853
2021-05-15,CO,0,3.6,2023-03-04-193853
2021-05-22,CO,0,3.4,2023-03-04-193853
2021-05-29,CO,0,4,2023-03-04-193853
2021-06-05,CO,0,4.6,2023-03-04-193853
2021-06-12,CO,0,4.4,2023-03-04-193853
2021-06-19,CO,0,6.8,2023-03-04-193853
2021-06-26,CO,0,9.2,2023-03-04-193853
2021-07-03,CO,0,12.8,2023-03-04-193853
2021-07-10,CO,0,19,2023-03-04-193853
2021-07-17,CO,0,27.6,2023-03-04-193853
2021-07-24,CO,0,36,2023-03-04-193853
2021-07-31,CO,0,48.2,2023-03-04-193853
2021-08-07,CO,0,62.8,2023-03-04-193853
2021-08-14,CO,0,76.2,2023-03-04-193853
2021-08-21,CO,0,84.2,2023-03-04-193853
2021-08-28,CO,0,91.2,2023-03-04-193853
2021-09-04,CO,0,93.6,2023-03-04-193853
2021-09-11,CO,0,94.6,2023-03-04-193853
2021-09-18,CO,0,102,2023-03-04-193853
2021-09-25,CO,0,111.6,2023-03-04-193853
2021-10-02,CO,0,102.8,2023-03-04-193853
2021-10-09,CO,0,117.4,2023-03-04-193853
2021-10-16,CO,0,123.8,2023-03-04-193853
2021-10-23,CO,0,117,2023-03-04-193853
2021-10-30,CO,0,138,2023-03-04-193853
2021-11-06,CO,0,173,2023-03-04-193853
2021-11-13,CO,0,185,2023-03-04-193853
2021-11-20,CO,0,203.4,2023-03-04-193853
2021-11-27,CO,0,223,2023-03-04-193853
2021-12-04,CO,0,214,2023-03-04-193853
2021-12-11,CO,0,207.8,2023-03-04-193853
2021-12-18,CO,0,194.4,2023-03-04-193853
2021-12-25,CO,0,169.2,2023-03-04-193853
2022-01-01,CO,0,140.2,2023-03-04-193853
2022-01-08,CO,0,108.2,2023-03-04-193853
2022-01-15,CO,0,76.8,2023-03-04-193853
2022-01-22,CO,0,52.2,2023-03-04-193853
2022-01-29,CO,0,36,2023-03-04-193853
2022-02-05,CO,0,27.6,2023-03-04-193853
2022-02-12,CO,0,25.2,2023-03-04-193853
2022-02-19,CO,0,23.2,2023-03-04-193853
2022-02-26,CO,0,22.8,2023-03-04-193853
2022-03-05,CO,0,22.4,2023-03-04-193853
2022-03-12,CO,0,22.4,2023-03-04-193853
2022-03-19,CO,0,19.6,2023-03-04-193853
2022-03-26,CO,0,18.4,2023-03-04-193853
2022-04-02,CO,0,14.4,2023-03-04-193853
2022-04-09,CO,0,12.6,2023-03-04-193853
2022-04-16,CO,0,13.8,2023-03-04-193853
2022-04-23,CO,0,14,2023-03-04-193853
2022-04-30,CO,0,12.6,2023-03-04-193853
2022-05-07,CO,0,15.8,2023-03-04-193853
2022-05-14,CO,0,16.4,2023-03-04-193853
2022-05-21,CO,0,15.4,2023-03-04-193853
2022-05-28,CO,0,15.8,2023-03-04-193853
2022-06-04,CO,0,16.4,2023-03-04-193853
2022-06-11,CO,0,16.2,2023-03-04-193853
2022-06-18,CO,0,15.8,2023-03-04-193853
2022-06-25,CO,0,14.2,2023-03-04-193853
2022-07-02,CO,0,12.8,2023-03-04-193853
2022-07-09,CO,0,13.2,2023-03-04-193853
2022-07-16,CO,0,11.2,2023-03-04-193853
2022-07-23,CO,0,12.2,2023-03-04-193853
2022-07-30,CO,0,13.2,2023-03-04-193853
2022-08-06,CO,0,13.6,2023-03-04-193853
2022-08-13,CO,0,12.6,2023-03-04-193853
2022-08-20,CO,0,12.4,2023-03-04-193853
2022-08-27,CO,0,12.6,2023-03-04-193853
2022-09-03,CO,0,12.8,2023-03-04-193853
2022-09-10,CO,0,18.6,2023-03-04-193853
2022-09-17,CO,0,29.6,2023-03-04-193853
2022-09-24,CO,0,46.8,2023-03-04-193853
2022-10-01,CO,0,70.2,2023-03-04-193853
2022-10-08,CO,0,100,2023-03-04-193853
2022-10-15,CO,0,112,2023-03-04-193853
2022-10-22,CO,0,154,2023-03-04-193853
2022-10-29,CO,0,244.4,2023-03-04-193853
2022-11-05,CO,0,355.4,2023-03-04-193853
2022-11-12,CO,0,450.6,2023-03-04-193853
2022-11-19,CO,0,524.2,2023-03-04-193853
2022-11-26,CO,0,547,2023-03-04-193853
2022-12-03,CO,0,505.2,2023-03-04-193853
2022-12-10,CO,0,410.4,2023-03-04-193853
2022-12-17,CO,0,325.2,2023-03-04-193853
2022-12-24,CO,0,265,2023-03-04-193853
2022-12-31,CO,0,207.4,2023-03-04-193853
2023-01-07,CO,0,155.2,2023-03-04-193853
2023-01-14,CO,0,125.8,2023-03-04-193853
2023-01-21,CO,0,94.8,2023-03-04-193853
2023-01-28,CO,0,70.6,2023-03-04-193853
2023-02-04,CO,0,58.8,2023-03-04-193853
2023-02-11,CO,0,49.6,2023-03-04-193853
2023-02-18,CO,0,45.5,2023-03-04-193853
2023-02-25,CO,0,41,2023-03-04-193853
2021-03-06,CT,0,0.2,2023-03-04-193853
2021-03-13,CT,0,0.2,2023-03-04-193853
2021-03-20,CT,0,0.4,2023-03-04-193853
2021-03-27,CT,0,0.4,2023-03-04-193853
2021-04-03,CT,0,1.2,2023-03-04-193853
2021-04-10,CT,0,1.6,2023-03-04-193853
2021-04-17,CT,0,1.8,2023-03-04-193853
2021-04-24,CT,0,1.8,2023-03-04-193853
2021-05-01,CT,0,2,2023-03-04-193853
2021-05-08,CT,0,2,2023-03-04-193853
2021-05-15,CT,0,1.6,2023-03-04-193853
2021-05-22,CT,0,2.2,2023-03-04-193853
2021-05-29,CT,0,2.4,2023-03-04-193853
2021-06-05,CT,0,3.2,2023-03-04-193853
